drug,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
ABIRATERONE\ABIRATERONE ACETATE,-0.008632616,0.007799254,-0.0011871649,0.01686535,0.005332438,0.036326386,-0.012909303,0.02444462,0.010086984,-0.015384457,0.0037862172,-0.0013197893,-0.011775571,-0.032689244,-0.0038241106,0.020027442,0.0043613072,0.013884524,-0.0074554193,-0.02260587,-0.008768934,0.034511235,0.007291265,-0.0099735875,0.023410236,0.034382984,-0.037033472,-0.015714718,0.0021681467,0.028363697,-0.003941869,-0.009991944,-0.006458035,-0.006838264,0.020088997,-0.010900202,-0.008691612,0.009046089,-0.004412231,-0.01283493,-0.013525743,-0.009055604,0.032570515,0.02471005,-0.0008983058,-0.030789156,-0.0046935473,0.010985685,-0.00088329305,-0.04047297,-0.010175331,0.0212376,0.021017542,0.024005206,-0.005559402,-0.012014163,-0.0056384057,-0.0212981,0.00206998,-0.015811477,-0.027682675,-0.031189637,0.025937887,-0.007720076
ABOBOTULINUMTOXINA,-0.017189698,-0.007962174,-0.00044113025,0.00040617914,-0.03159885,-0.032314666,0.029587347,0.01306543,0.0077692764,0.00296392,-0.0009127104,0.014940824,-0.006829016,-0.011424312,0.05152288,-0.033321124,0.0043551046,0.012097702,-0.0391414,0.03207874,0.048171572,-0.008582618,-0.01740692,0.08176133,0.000695644,-0.039573696,0.015345237,0.051294018,-0.020848317,0.023321675,-0.03898141,0.019799516,-0.01755633,0.018899595,-0.0132976845,0.020545373,-0.0037282868,0.021559497,0.009476291,0.030434653,0.061674815,-0.033561684,-0.06214078,-0.016277337,0.004690529,0.021090405,0.03777998,-0.041651335,0.004331845,0.0049777403,-0.0053053275,-0.013339603,-0.030036194,-0.0057491283,0.008041964,0.012471074,-0.008883042,0.0054655154,0.022397323,-0.004314144,-0.014938594,0.00091366546,-0.017982395,0.011012096
ABROCITINIB,0.010149011,0.050282262,0.02373701,0.0060254307,0.041542668,0.018769726,0.0019044268,0.0026579883,0.011797068,-0.03223109,-0.030861303,0.044871695,-0.010718331,-0.027142536,-0.022067282,0.0029263918,-0.022567183,-0.010707505,0.036031224,-0.02497063,0.052861378,-0.038197197,-0.036265995,-0.008158687,-0.03407048,0.005878647,0.009074757,-0.022867933,-0.011620268,-0.05530104,-0.0034809187,0.025565866,0.022040123,-0.02280818,-0.030815378,0.0071481327,-0.030735314,-0.038297046,0.017094575,-0.02161729,0.006374302,0.013905246,0.025920954,-0.01628268,0.03665904,0.01956231,-0.0037356813,0.04208861,0.033265263,0.039314944,0.0015166854,-0.0073349564,-0.015074577,0.04360515,0.010379034,0.02120416,-0.014356679,0.017379735,0.026024003,0.00486839,-0.0063426513,-0.017995788,0.0031978309,0.058073554
ACALABRUTINIB,0.019230146,0.029497415,0.028483232,-0.01605486,0.03290585,0.057693753,-0.020084102,0.0035952714,-0.006349569,0.01514938,0.004722682,0.01712914,-0.0024837567,-0.053330917,0.0063146017,0.033492886,-0.002023028,0.01556944,0.029369228,-0.031224133,0.02810233,0.049994987,-0.026334481,-0.03803728,-0.009392985,0.03493898,-0.0010494192,-0.03507391,-0.006408628,-0.014539721,0.0036991953,0.027331794,0.021311358,-0.013561856,0.024375502,0.009955193,0.026069194,-0.02553707,0.043274455,-0.036019377,-0.043383714,-0.000856742,0.04309333,-0.010925479,0.004716884,-0.029086063,0.0073270653,0.033687886,-0.011731681,-0.012489318,-0.0086890785,-0.019870624,0.0006558544,0.04987859,0.004560482,0.015617443,-0.030492162,-0.033267785,0.014572623,0.010599907,0.008092869,-0.029609175,0.012673026,0.032428958
ACAMPROSATE,0.015698042,0.0015871855,0.021374319,0.0015372967,0.029211586,0.035527952,0.010399988,-0.005234875,0.0045005223,-0.010194805,0.01988046,-0.022642907,-0.025053712,0.016224025,0.0019645244,0.006101023,-0.027055947,-0.020916773,0.025137363,0.0022994755,-0.010695091,0.00755797,0.018258955,-0.024769248,-0.008096617,0.03734457,-0.00028087903,0.027474836,0.007554434,-0.0040473924,0.011535331,-0.014436347,0.010247097,0.006118224,0.012655718,-0.020595837,0.010702603,-0.006505481,0.0035868562,-0.0033760453,-0.023860058,-0.006867865,-0.0062832027,0.023696408,0.009059646,0.01759038,0.0009924675,-0.033911377,0.01080416,-0.0024941429,-0.0227169,-0.0008506309,-0.0017214532,-0.010375076,0.010964933,-0.009422469,0.0067050727,-0.0019639696,-0.0019558247,0.00753908,0.007998916,-0.016435394,0.003404371,-0.045351747
ACAMPROSATE CALCIUM,0.01859962,0.0036711588,-0.010152005,-0.02115506,0.013421661,0.022648618,0.00045164442,-0.014255108,0.0037922906,-0.0077718757,0.041823138,0.008850213,-0.029077198,-0.014865963,-0.016418835,-0.004475747,-0.013426977,-0.010647249,0.022718461,-0.009003093,-0.022754902,-0.007740956,0.019204851,-0.04368635,-0.0013612659,0.028645799,0.0016997901,0.008096026,0.0059618466,-0.009739315,0.014617391,0.0010765726,0.016973373,-0.002200954,-0.00507335,-0.017535003,-0.006374953,-0.0053062458,0.0113435825,-0.017409874,-0.03583843,-0.006017823,0.014166085,0.03336335,0.004268016,-0.00949794,0.0058703055,-0.008026794,0.0103862295,-0.0024494433,-0.025894793,-0.0028990633,0.0052081794,0.0005170228,0.013835151,-0.0076674134,-0.0073851245,0.020062601,0.006969446,0.02694842,0.010248784,-0.036097366,-0.012197458,-0.020178916
ACARBOSE,0.019470543,0.0166942,0.01173302,-0.006036296,0.023324557,0.044075944,0.027451515,0.0076591163,0.012455706,0.0016850957,0.011712085,-0.0011134343,-0.013338221,-0.044708014,0.0050718742,0.021140097,-0.01829955,0.00071610964,0.0040191635,-0.014009764,0.033639245,0.03254164,-0.03081736,-0.012540834,0.0041145594,0.055340998,0.0016791512,0.0067717135,0.00421543,-0.0010554529,-0.004449695,0.010811732,0.03585813,-0.0025563866,0.01962031,0.0052443054,0.002246278,-0.020645168,0.031410243,-0.041290704,-0.02321733,-0.009876465,0.03679041,-0.014494334,0.0106343925,-0.009439898,-0.0008774737,0.009258388,-0.0030687114,-0.0131469155,-0.012971227,0.003456459,0.009988858,0.037744094,0.0067702485,0.009447068,-0.034401733,-0.019727778,0.022079717,0.0025612125,0.008770587,-0.033265345,0.009273152,0.008530784
ACER SACCHARUM POLLEN\BETULA NIGRA POLLEN\CARYA OVATA POLLEN\FAGUS GRANDIFOLIA POLLEN\FRAXINUS AMERICANA POLLEN\JUGLANS NIGRA POLLEN\PLATANUS OCCIDENTALIS POLLEN\POPULUS DELTOIDES POLLEN\QUERCUS RUBRA POLLEN\SALIX NIGRA POLLEN\ULMUS AMERICANA POLLEN,-0.028349008,-0.014274846,-0.015683781,0.0014128294,-0.041036293,-0.026595943,3.836175e-05,-0.011701099,0.0017272629,0.018807707,0.025408458,-0.012776097,-0.00446672,0.043588437,0.021553522,-0.03214429,0.0039152834,-0.050981008,0.0017283569,0.00565408,-0.05413937,-0.0018918368,0.028127942,-0.017937178,0.0029291378,-0.009757957,0.011758569,0.019364042,-0.0061450372,0.022523222,0.0011476562,-0.024133628,-0.010704703,0.0048596994,-0.013306902,-0.020094177,-0.0027793727,0.015014095,-0.009262381,0.024652952,0.0033119107,-0.018995775,-0.048358183,0.022200402,-0.0130157145,0.019503798,-0.0009033951,-0.0117001645,0.0019297296,-0.017945176,-0.00058024394,-0.012071636,-0.008391802,-0.042613238,-0.00091696257,-0.015271837,0.01756299,0.0034964122,-0.014543115,-0.0014189293,-0.00021204836,0.01124642,0.0035679846,-0.03631178
ACETAMINOPHEN,0.030108852,0.010025916,0.025748841,0.020247404,0.03057901,-0.0030243224,0.008057909,0.023280686,0.023156568,-0.009355193,-0.04463507,0.015551486,-0.010420758,-0.018552093,-0.008610469,-0.0064039687,-0.008497447,0.04695023,0.0016023292,-0.004113247,0.05313225,0.001016215,-0.03563722,0.05240572,-0.010872285,-0.016058397,0.04991397,0.029467018,-0.042888027,-0.036691237,-0.011575283,-0.00065477256,0.012710964,-0.016057573,0.010812508,0.055191353,-0.0023289563,-0.027649125,-0.011241321,0.0037271522,0.017116932,0.000426448,0.00065399014,-0.07424396,0.012704231,0.018664595,-0.018538095,0.0026325334,0.020148246,0.023369895,0.051366773,-0.01324331,-0.027035791,0.043886572,-0.032568835,0.016788458,0.0054111644,-0.016245453,0.042242672,-0.021476815,0.021965679,0.0107198525,-0.015865078,0.08214948
ACETAMINOPHEN\ASPIRIN\CAFFEINE,0.008225361,0.0122570135,0.0059818598,-0.018982232,0.039910577,0.019154245,0.016999412,-0.018433658,-0.0074828495,-0.04244346,-0.0147635015,0.010091437,-0.026942465,-0.014938134,-0.0027154344,0.016001005,-0.016151894,-0.016686859,0.021769218,-0.0021859892,0.0019816158,-0.025099322,-0.01638923,-0.006533928,-0.014071013,-0.008315917,0.0003345264,0.0012232364,0.00598166,-0.025043808,-0.012766511,0.008455724,0.00973905,0.011573776,-0.03192757,0.010505312,-0.0006374114,-0.010460565,-0.0005151376,-0.018640894,-0.018275224,-0.015685707,0.014962363,0.017604124,0.024378495,0.014902171,0.0038450218,0.010648185,-0.0012305309,0.018583234,-0.0022149377,-0.01247978,0.0050300937,0.0014278258,0.008247163,0.0023234077,-0.02487854,-0.0075373147,-0.0011654875,0.005011128,0.0014690852,-0.00041775903,0.0049107857,0.0065629375
ACETAMINOPHEN\BUTALBITAL\CAFFEINE,0.00864278,0.0019075469,0.00016743029,0.0013084873,0.026566235,0.018355086,-0.005678885,0.0041143787,0.008232691,-0.00717452,0.014438052,-0.002515108,0.0016595414,0.017757937,-0.005993776,-0.013813294,-0.018027967,-0.006809766,-0.00048122494,0.0022234172,-0.013109367,0.0092091635,-0.022538194,-0.005402691,-0.013801249,0.0065749427,0.005016467,0.016064756,0.0031663275,-0.0005020786,0.011503636,-0.00037218985,0.023392271,0.0126806125,0.0056499033,-3.9499497e-05,0.028002793,-0.0026157382,-0.0019108807,-0.01296344,-0.0050220317,-0.015101662,-0.0101108495,0.012045503,0.006320251,0.009966761,-0.006939896,-0.002286378,0.0037456092,0.016726166,-0.023528859,-0.0032003466,0.0037229024,-0.001930256,0.024903083,-0.011170402,-0.0009718001,-0.0009444737,-0.009032615,-0.001305123,0.018027365,-0.0035123876,0.01044296,-0.031573977
ACETAMINOPHEN\CAFFEINE,0.013793415,0.0050496277,0.014541473,-0.010332552,0.011697007,0.009799266,0.0050964034,-0.021313827,0.0003877961,0.0007796415,0.018721718,0.0073807864,-0.0037286147,0.003057678,-0.009577051,-0.010595779,-0.055027876,-0.011121636,0.015315197,-0.0005674325,-0.012251674,-0.020083196,-0.0047577787,-0.013083881,-0.0106760515,-0.015288967,-0.008251858,0.012770779,0.01587219,-0.006658524,0.025841676,-0.012379106,0.018306613,0.0029537375,-0.018986722,-0.0049364823,0.008958455,0.0016977513,-0.0031964402,0.0048865816,-0.0039749467,0.019456316,0.002865692,0.019960841,0.02044242,0.00934414,0.0048004515,0.008974372,0.011515866,0.028509883,-0.022016747,0.0020351298,0.0054919557,-5.7513633e-05,-0.0031237695,-0.0057325056,0.0006773002,0.008146804,-0.013679725,0.00660147,0.001107659,-0.00817741,0.015479109,-0.026465386
ACETAMINOPHEN\CAFFEINE\CHLORPHENIRAMINE,0.026093079,0.0034841164,0.0065851705,-0.03123163,0.044884536,0.00558463,-0.015618419,-0.00609415,-0.00054298155,-0.005250675,0.014593485,0.016673245,-0.0071871723,0.022770505,-0.0010794221,-0.009797489,-0.043968912,-0.038411252,0.044163138,0.010791493,-0.03726824,0.006420057,0.004353122,-0.05948484,-0.0017757847,-0.0004349176,0.008505519,-0.0043038973,0.032933667,-0.022053432,0.01683694,-0.0020514769,0.042417288,0.014258015,-0.0034295786,-0.004534769,0.04270336,0.007960253,0.0112768,-0.028939653,-0.034650072,0.0065061967,-0.0042203637,0.019862475,0.01185029,0.015617016,0.005570578,-0.014019743,0.0014271135,0.030947275,-0.02501551,0.003753063,0.002575344,0.002320527,0.044930194,0.002375266,0.010752884,0.01280931,0.014517326,0.015317156,0.03183934,-0.013342495,0.016155658,-0.026572084
ACETAMINOPHEN\CAFFEINE\CODEINE PHOSPHATE,0.012007799,0.0004550893,0.017666752,0.007779486,0.042477224,0.01915858,0.008925264,-0.015759084,0.011384138,-0.02132991,0.017383367,-0.0057734097,-0.02459345,0.013405077,-0.0300837,0.00051587826,-0.03507245,-0.028932566,0.031036675,0.0059140357,-0.027534869,0.00549262,-0.0025958708,-0.044012014,-0.0012134507,0.008439776,0.018894557,0.022465996,0.029013935,-0.0109808985,0.01655075,0.010935386,0.011513962,-0.004209538,0.013169535,-0.027010895,0.002403585,-0.005029683,0.0052984064,-0.02813602,-0.030999824,0.00027919956,0.023002481,0.014481905,0.006447654,-0.003950227,-0.004767411,-0.0030832193,0.026364226,0.015953667,-0.028085303,0.024517523,0.009051583,0.0012504823,0.023216883,-0.024149219,-0.022000361,-0.0060560443,-0.008841911,0.020888546,0.017788002,-0.011537966,0.009005689,-0.036873467
ACETAMINOPHEN\CHLORPHENIRAMINE MALEATE,0.0052137026,0.0128342025,-0.0066752797,-0.016562205,0.010344431,0.04314719,0.018605229,-0.010123487,0.0024730056,-0.005950195,0.011403453,-0.0036885773,-0.026071744,-0.035326872,-0.011690538,0.009793474,-0.012652414,-0.021076048,0.016052937,-0.008823781,-0.023051912,0.0053364816,0.0011683987,-0.05214578,0.0032402123,0.03731297,-0.029609438,-0.0061628907,0.011657938,0.011748962,0.00040834726,-0.008244491,0.007981359,-0.0071917083,0.013378479,-0.028864332,0.010279088,-0.0052963267,0.0014678944,-0.020329855,-0.03441211,-0.016852701,0.044024847,0.039710693,0.023788968,-0.009652303,0.006226521,0.014295195,-0.021610256,-0.014676054,-0.036647715,-0.0024713804,0.030218963,-0.009266013,-0.0062579457,-0.024320122,-0.016346041,-0.006755424,0.008082234,0.010804382,-0.008490117,-0.040318646,0.017756175,-0.03619474
ACETAMINOPHEN\CHLORPHENIRAMINE\DEXTROMETHORPHAN\PHENYLEPHRINE,0.020085104,0.016926888,-0.0047370116,-0.012252155,0.04584084,0.008547274,-0.0067952326,-0.020962417,0.0069763735,-0.016501937,0.015811922,-0.010600195,-0.017282551,0.0027646674,-0.01669549,0.024161018,-0.029277787,-0.022554811,0.004915091,0.009876695,-0.014637045,0.008803983,0.0015870014,-0.04301771,-0.004038673,0.019474693,-0.0061709313,0.012435864,0.015084437,-0.0035731087,-0.0069320565,-0.010481808,0.03664719,0.00059560355,-0.008467424,-0.020605374,0.009206128,-0.015493092,-0.01017847,-0.03286489,-0.032818183,-0.0042703454,0.027963223,0.01798833,0.021567265,-0.014269338,0.009584157,0.007983881,-0.007309823,-0.0007439558,-0.037266996,0.013526927,0.030252604,0.0039324537,0.005910381,-0.00023718257,-0.011397144,-0.008163359,0.023526099,0.012907715,-0.02026103,-0.016091939,0.01131066,-0.018406555
ACETAMINOPHEN\CHLORPHENIRAMINE\DEXTROMETHORPHAN\PSEUDOEPHEDRINE,-0.016533416,-0.01452817,-0.003944556,-0.008835976,-0.0051629394,-0.0140360305,-0.011397947,-0.03678859,-0.016566312,-0.011417387,0.010483507,0.003147035,-0.012813295,-0.016900588,-0.014137433,-0.0044938345,-0.028727861,-0.015289453,0.010786299,-0.0044367625,-0.027050162,-0.04103076,0.01709925,-0.046024665,0.019521654,-0.0039597345,-0.008633587,-0.015206734,0.009073628,-0.004463886,-0.017200477,-0.010945968,0.00523874,-0.0072165616,-0.032297056,-0.040978752,0.019487146,-0.0047559175,0.0104181515,-0.012189567,-0.015814098,-0.0030824258,0.005569279,0.044223078,-0.008132611,-0.02316588,0.014437449,0.014656748,-0.01735556,-0.0015362934,-0.0018255799,-0.016519785,0.021408373,-0.017525923,0.003993216,0.0058883536,0.0027639219,0.0033306857,-0.027174296,0.02765404,0.006984389,-0.016923591,0.008111968,-0.019034812
ACETAMINOPHEN\CODEINE PHOSPHATE,0.012397549,0.020379633,0.0174984,-0.017832704,0.0026864002,0.00028508855,0.020403817,0.029381806,0.02262792,-0.01129447,0.014269991,-0.00071122684,-0.021234497,0.005765957,-0.00578769,-0.014554996,-0.029253138,0.01050501,-0.011990993,0.0076676924,0.02073313,0.010181302,-0.012512314,0.0059337635,-0.018036524,-0.02918971,-0.029194064,0.013766761,-0.00153735,-0.034654267,0.00031519934,-0.0053155585,0.0048397514,0.024811534,0.0016512636,0.0063651716,0.0028395618,0.0016105702,-0.017474568,-0.0075013456,0.027971681,-0.026025236,0.0004884216,0.00043695606,0.02863856,0.019848583,0.007740843,-0.027340934,0.03835034,0.017850664,-0.011527662,0.01279915,-0.011954049,0.008361992,0.0074835634,-0.03661135,-0.042635225,-0.01034248,0.009160881,-0.01728911,0.004965663,-0.016544154,-0.024638655,-0.010536315
ACETAMINOPHEN\DEXTROMETHORPHAN HYDROBROMIDE,-0.013134636,-0.006993962,-0.009328541,-0.0024195788,0.029819319,-0.013110542,-0.01198064,-0.018803848,0.0065558814,-0.017327936,-0.0076832483,0.020968521,-0.01840306,-0.04037801,-0.005448154,-0.002896843,-0.021757048,-0.021745488,0.0054557226,-0.005530112,-0.0049177413,-0.029936042,0.013072238,-0.038773406,-0.0033735353,0.004505217,0.0072611338,-0.028640278,0.0027872394,-0.022151235,-0.0010160409,0.01693586,0.018261978,-0.0017919792,-0.017716903,-0.021389432,0.0072090826,-0.033681974,-0.014788272,-0.009390061,-0.027819457,-0.012765334,0.02812384,0.02265473,0.027771614,0.011975209,0.0012341711,0.024964163,-0.0023430171,0.0044424715,-0.002503657,-0.003897813,0.01713317,0.001313909,-0.0013898066,0.005676365,-0.012885729,0.0076540885,0.01054676,0.017297797,-0.013689139,-0.017958978,0.0018140075,-0.0071495813
ACETAMINOPHEN\DEXTROMETHORPHAN HYDROBROMIDE\DOXYLAMINE SUCCINATE,0.0528701,-0.0097556375,0.01163625,-0.007283301,0.03914933,0.0315141,-0.016605569,-0.0036374293,-0.020633636,-0.018262751,0.018369379,0.012758418,0.01617904,-0.019638509,-0.02402005,0.0069005233,-0.022551484,-0.03510248,0.041526284,-0.0044490164,-0.019147066,-0.024805441,-0.00066032045,-0.03763132,-0.0067774015,0.0014145285,0.04220913,-0.013077365,0.030343594,-0.0017903291,0.033221465,-0.007749068,0.03285187,0.009316617,-0.016005578,-0.011896962,0.023083335,-0.032228567,0.0042632963,-0.030772708,-0.048398316,0.03714806,0.008481106,-0.00789889,0.0002145812,0.026944868,-0.012940978,0.0046779737,0.02519486,0.037951846,-0.019929158,0.013681104,0.00023180747,-0.013843191,0.03508277,-0.012840553,-0.010956901,0.025914755,-0.008403127,0.017168965,0.025914926,0.013254233,-0.013369938,-0.017036252
ACETAMINOPHEN\DEXTROMETHORPHAN HYDROBROMIDE\DOXYLAMINE SUCCINATE\GUAIFENESIN,0.0012342284,-0.0048888777,-0.010515343,-0.00092254346,0.034841783,0.032950122,0.015667548,-0.027202446,-0.0108885225,0.0041605276,0.03548407,-0.016101059,-0.023317384,-0.020435046,-0.013552006,0.0032690447,-0.029087024,-0.02811646,0.011334271,0.01152359,-0.008744104,0.0125607075,0.0017313424,-0.042533338,0.016997648,0.0301718,-0.0201394,0.008050362,0.026320808,0.0017871305,-0.0031730884,2.7192114e-05,0.026430111,-0.008529544,0.014229137,-0.01714283,0.021128781,-0.0045258766,0.011894986,-0.027046025,-0.038837742,0.003652741,0.034983397,0.052823827,0.020382538,-0.0059969234,0.012633742,-0.0016755651,-0.0126501685,-0.019932587,-0.009959067,0.014896073,0.025408307,-0.01412196,-0.010735465,-0.018093163,-5.3265318e-05,-0.024724983,-0.012112776,0.014064623,-0.008349842,-0.047001153,0.013234315,-0.030561706
ACETAMINOPHEN\DEXTROMETHORPHAN HYDROBROMIDE\DOXYLAMINE SUCCINATE\PHENYLEPHRINE,0.005397694,0.0010125252,-0.0115978485,-0.015317377,0.024672467,0.020236734,0.018853351,0.00091614074,-0.0030098779,-0.017763825,0.026703713,-0.012512033,-0.025959061,-0.021719543,-0.012499448,0.006472426,-0.015662083,-0.01415046,0.024515353,0.020277105,-0.019514238,0.010131925,-0.021094147,-0.061613563,-0.0030387493,0.024920784,-0.0041765445,-0.002806588,0.020619804,0.006081688,-0.0095634535,-0.012094512,0.027507275,0.0023571379,-0.003939607,-0.015553472,0.022940436,-0.00047564265,0.0017730644,-0.03379376,-0.039273094,-0.004669541,0.031400505,0.035552405,0.008177214,-0.017176406,0.00511615,-0.0109952465,-0.013139657,-0.00166986,-0.034174718,0.009885046,0.023968983,0.01301773,-0.004736138,-0.025097882,-0.004707263,-0.0078014033,0.0044540227,0.018299565,-0.010364719,-0.043121953,0.013127219,-0.018136725
ACETAMINOPHEN\DEXTROMETHORPHAN HYDROBROMIDE\DOXYLAMINE SUCCINATE\PHENYLEPHRINE HYDROCHLORIDE,0.012243758,-0.0018255062,-0.0017327581,-0.0011570897,0.05013393,0.04114807,0.015463112,-0.013373177,-0.011271819,0.00080744067,0.03595037,-0.011815617,-0.016995968,-0.015205398,-0.012167121,0.03071541,0.00067776063,-0.032274958,0.0050149416,-0.001801097,-0.04074221,-0.013060731,0.0036240225,-0.039848194,-0.0035720118,0.017431816,0.011298118,-0.009407461,0.0016421142,-0.009318011,0.0060629374,0.008982683,0.020185731,-0.011854506,0.010193486,-0.013219421,0.01066966,-0.021774705,-0.004000663,-0.025151888,-0.03803251,-0.0069382465,0.022867672,0.027523048,0.02779058,-0.019831445,-0.0024975827,0.010544978,-0.0036930074,-0.007859159,-0.021329898,-0.0066500083,0.04586327,0.003232752,-0.012806104,-0.0090327775,-0.0015958601,-0.0050522094,0.0035430596,0.017840413,0.024105053,-0.02249023,0.01416619,-0.009092633
ACETAMINOPHEN\DEXTROMETHORPHAN HYDROBROMIDE\DOXYLAMINE SUCCINATE\PSEUDOEPHEDRINE HYDROCHLORIDE,0.016620006,-0.0060123736,0.0062687974,-0.009453754,0.043995902,0.024767522,-0.0034623225,-0.0058224485,0.025075696,-0.01413458,0.029845906,0.00025425592,0.002677699,0.00039887425,-0.03219059,-0.008006838,-0.024327314,-0.034577426,0.033265036,0.0018721975,-0.013966518,0.0065093827,0.00049423036,-0.048267595,-0.01059854,0.032319568,0.022925492,0.007820243,0.02505118,-0.016205538,0.023041999,0.0044994624,0.044141885,0.02152173,0.0030582007,-0.005198246,0.009147045,0.011635914,-0.00025618612,-0.022671277,-0.015089519,0.016580269,-0.007636491,0.036381807,0.018443635,0.024235142,0.0053430493,-0.020947482,0.0039792443,-0.008984405,-0.024425473,0.0016729551,0.011591933,-0.0014335656,0.039674688,0.0017181335,0.0065172496,0.005342487,-0.0032848213,0.031777505,0.01127748,-0.027550055,0.009881447,-0.041856196
ACETAMINOPHEN\DEXTROMETHORPHAN HYDROBROMIDE\GUAIFENESIN,0.014420261,0.025299089,-0.0012481178,-0.005281682,0.017746352,0.017695978,-0.006477796,-0.021226471,-0.014971872,-0.01615827,0.023339191,0.007189516,-0.021525769,-0.016201293,-0.00853041,0.00041027344,-0.026501853,-0.025072133,0.017074516,0.014677059,-0.033051513,-0.004056084,0.0012270571,-0.06039184,-0.005497641,0.019228157,-0.02459295,0.0033553385,0.013068789,0.00972912,-0.0011317871,0.0019524433,0.022723671,0.00821985,0.0039998335,-0.02356321,0.015306475,-0.019754292,0.014210342,-0.033291843,-0.04808734,-0.0027611852,0.018263182,0.023256814,0.02842857,-0.010003022,0.0013029781,0.0013439292,0.000778379,0.0067007905,-0.020168228,0.013434039,0.012758003,-0.010023376,0.018919166,-0.0079957815,-0.008218556,-0.0067083756,0.00078124134,0.014275258,0.005603117,-0.034649037,0.02065676,-0.032073475
ACETAMINOPHEN\DEXTROMETHORPHAN HYDROBROMIDE\GUAIFENESIN\PHENYLEPHRINE HYDROCHLORIDE,0.0159898,0.0070416103,-0.007732861,0.0018227708,0.028564034,0.03562197,0.010037397,0.0044166683,-0.0051136324,0.0012254213,0.021177467,0.001524798,-0.008156216,-0.0005322546,-0.024491567,0.020509569,-0.018426126,-0.0346632,0.007788288,0.009178817,-0.0070029665,-0.0019510458,-0.017718438,-0.04684221,-0.0077417386,0.02956365,0.00135826,-0.011840003,0.015373383,-0.010118008,0.0046816524,-0.005209308,0.027999662,-0.015026654,0.001766384,0.002197082,0.00014781632,-0.014313028,0.0039546113,-0.02777202,-0.020663738,0.0026021006,0.023299057,0.015716268,0.004512175,0.016662177,-0.0024463292,0.0049752593,0.011853878,0.010595018,-0.0070490153,-0.0045191003,0.018923907,0.0006374925,0.018824752,-0.0133753,0.0021981054,0.0042399173,0.012644854,0.008435529,0.007486397,-0.0074284454,-0.004985426,-0.029026909
ACETAMINOPHEN\DEXTROMETHORPHAN HYDROBROMIDE\PHENYLEPHRINE HYDROCHLORIDE,0.014942296,0.019345896,0.0058946316,-0.0040456853,0.034865305,0.010041117,-0.006358434,-0.011601959,-0.0072197723,-0.021711113,0.021537011,0.007733572,-0.020614019,0.00040054036,-0.019715887,0.006174726,-0.014194258,-0.020204863,0.012617263,-0.0071336823,-0.02070325,-0.0011404295,-0.005386158,-0.05059352,-0.02181714,0.0030598748,0.002863704,-0.014710608,0.019634156,-0.006266621,0.002537423,-0.010195436,0.012847,-0.011862339,-0.009867699,-0.009916935,0.019866083,-0.007972526,0.00020353621,-0.01903273,-0.013531278,-0.004075066,0.021940602,0.0013677126,0.0022813987,0.0039331596,0.003499479,0.0063458635,0.012956962,-0.0029759374,-0.027109565,0.020846996,0.028088732,0.0006290492,0.021159796,-0.006176012,-0.0083472505,-0.0029454099,-0.0061891903,-0.0035610425,0.013823049,-0.031630833,0.016640523,-0.007865735
ACETAMINOPHEN\DEXTROMETHORPHAN\PHENYLEPHRINE,0.024796342,0.005856001,0.014639664,-0.019964458,0.026380325,0.01056905,0.005475414,-0.0050831465,0.010775237,-0.0052938797,0.020997189,0.008542536,-0.009047645,0.016571973,-0.010980497,-0.0041750167,-0.03824761,-0.0070393095,0.015407758,0.010858936,-0.031654745,-0.011390038,0.011323011,-0.022467908,-0.002950511,0.010415582,0.004720026,0.013381965,0.027469736,0.0036310067,0.028886847,-0.0019996897,0.01347321,-0.0071364376,-0.008364474,-0.018039333,0.008351284,0.010411962,0.0036364864,-0.013507095,-0.045289382,-0.009341443,-0.0022847173,0.045985617,0.013421832,0.015445634,-0.00664357,0.0021466394,0.007096042,0.015473155,-0.033880915,0.019547699,0.022375597,-0.01598077,0.0134491185,-0.020648746,-0.0065696137,0.014128818,0.0077321255,0.021160701,3.728836e-05,-0.006432861,0.012379847,-0.035575025
ACETAMINOPHEN\DIPHENHYDRAMINE,0.021650665,-0.006400592,-0.005502731,0.007779216,0.022422427,0.024763111,0.021791682,-0.0121369185,0.0057212,0.004152778,0.027262473,0.010446597,-0.026672786,-0.013564584,0.0028236231,0.009820792,-0.021450888,-0.006487703,-0.00091706705,0.013442659,-0.002119279,0.02804221,-0.01988362,-0.019968743,0.0022386545,0.02082102,-0.012387827,0.020151945,-0.008972437,0.00044974356,-4.8755628e-05,0.0033005772,0.018713063,-0.0056992043,0.008742439,0.010223659,0.007935176,-0.007878316,-0.007682227,-0.019170491,-0.01820117,-0.011288608,0.011201183,0.010595386,0.011187502,0.0067584272,-0.006078744,-0.041295037,-0.0009973185,0.011515723,0.0011297931,0.0026516826,0.0029113786,-0.00813264,0.010150542,-0.018077461,0.0009898496,-0.010160426,0.011161898,0.012293267,0.0015919058,-0.005294845,0.016138585,-0.008741323
